data,Libya,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Al Jabal Al Gharbi_non_displaced,Derna_returnee,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee
5. Cannot carry out daily activities independently and needs permanent assistance and attention,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.466328501670635,,,,,,,,0,1,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,,,,,,,
physical_cognitive_difficulties_female_children_calc,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,1.70813115750662,,,,,,,,1,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,,,,
What was the cause of the disability?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1. Congenital origin (i.e., present since birth)",87,,,,,,,,100,100,,100,,,,,0,,,,,,,,,,,,,,,,,,,,,100,100,,,,,100,,,,,,,
2. Illness,13,,,,,,,,0,0,,0,,,,,100,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,
1. No difficulty carrying out daily activities,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.647547173026518,,,,1,,,1.5,,,0,0,,,0,1,1.5,,,,,0,,,1,,,0,0.333333333333333,,,0,0,,,0.666666666666667,,,,1,,,,,0.5,,2,,1,,
2. Minor difficulties carrying out daily activities but does not need assistance or attention,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.346204271426091,,,,0,,,1,,,0,1,,,0,0,0,,,,,1,,,0,,,0,0.333333333333333,,,1,0,,,0,,,,0,,,,,0.5,,1,,0,,
"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.462974086653311,,,,1,,,0,,,0,0,,,0,0,0.5,,,,,0,,,0,,,1,0.333333333333333,,,1,0,,,0.333333333333333,,,,0,,,,,0,,0,,0,,
"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0,,,,0,,,0,,,0,0,,,0,0,0,,,,,0,,,0,,,0,0,,,0,0,,,0,,,,0,,,,,0,,0,,0,,
5. Cannot carry out daily activities independently and needs permanent assistance and attention,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.0908878870467348,,,,0,,,0,,,1,0,,,1,1,0,,,,,0,,,1,,,0,0,,,0,1,,,0.333333333333333,,,,1,,,,,0,,0,,0,,
physical_cognitive_difficulties_male_adults_calc,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,1.54761341815266,,,,2,,,2.5,,,1,1,,,1,2,2,,,,,1,,,2,,,1,1,,,2,1,,,1.33333333333333,,,,2,,,,,1,,3,,1,,
What was the cause of the disability?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1. Congenital origin (i.e., present since birth)",49,,,,100,,,50,,,100,100,,,0,100,100,,,,,100,,,100,,,0,0,,,0,100,,,33,,,,100,,,,,50,,100,,0,,
5. Road accident,32,,,,0,,,0,,,0,0,,,0,0,0,,,,,0,,,0,,,100,0,,,0,0,,,0,,,,0,,,,,0,,0,,100,,
2. Illness,11,,,,0,,,50,,,0,0,,,0,0,0,,,,,0,,,0,,,0,33,,,0,0,,,33,,,,0,,,,,50,,0,,0,,
4. Shot from war weapon,6,,,,0,,,0,,,0,0,,,100,0,0,,,,,0,,,0,,,0,67,,,0,0,,,0,,,,0,,,,,0,,0,,0,,
6. Domestic accident,1,,,,0,,,0,,,0,0,,,0,0,0,,,,,0,,,0,,,0,0,,,100,0,,,0,,,,0,,,,,0,,0,,0,,
"3. Mine, unexploded ordnance (UXO), or improvised explosive device (IED)",1,,,,0,,,0,,,0,0,,,0,0,0,,,,,0,,,0,,,0,0,,,0,0,,,33,,,,0,,,,,0,,0,,0,,
1. No difficulty carrying out daily activities,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.0894529074329296,,,,,,,,1,,,0,,,,,0,,,,,,,,,,0,,,,,,,0,,0,,0,,,,,,,,,,,,,
2. Minor difficulties carrying out daily activities but does not need assistance or attention,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.397055774414265,,,,,,,,0,,,1,,,,,1,,,,,,,,,,0,,,,,,,0,,1,,0,,,,,,,,,,,,,
"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.00156114695515361,,,,,,,,0,,,0,,,,,0,,,,,,,,,,1,,,,,,,0,,0,,0,,,,,,,,,,,,,
"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0,,,,,,,,0,,,0,,,,,0,,,,,,,,,,0,,,,,,,0,,0,,0,,,,,,,,,,,,,
5. Cannot carry out daily activities independently and needs permanent assistance and attention,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.511930171197652,,,,,,,,0,,,0,,,,,0,,,,,,,,,,0,,,,,,,1,,0,,1,,,,,,,,,,,,,
physical_cognitive_difficulties_female_adults_calc,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,
What was the cause of the disability?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6. Domestic accident,51,,,,,,,,0,,,0,,,,,0,,,,,,,,,,0,,,,,,,0,,0,,100,,,,,,,,,,,,,
"1. Congenital origin (i.e., present since birth)",47,,,,,,,,100,,,100,,,,,100,,,,,,,,,,0,,,,,,,100,,0,,0,,,,,,,,,,,,,
Other (specify),2,,,,,,,,0,,,0,,,,,0,,,,,,,,,,0,,,,,,,0,,100,,0,,,,,,,,,,,,,
4. Shot from war weapon,0,,,,,,,,0,,,0,,,,,0,,,,,,,,,,100,,,,,,,0,,0,,0,,,,,,,,,,,,,
1. No difficulty carrying out daily activities,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0,,,,0,,,,,,,,,,,,,,,0,,,,,,0,0,,0,,,0,,,,,,,,,,,,,0,,,,,,
2. Minor difficulties carrying out daily activities but does not need assistance or attention,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.0518876740491543,,,,0,,,,,,,,,,,,,,,0,,,,,,0.5,0,,0,,,0,,,,,,,,,,,,,0,,,,,,
"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.774558452481077,,,,0,,,,,,,,,,,,,,,1,,,,,,0.5,0,,0,,,0,,,,,,,,,,,,,0,,,,,,
"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.0700401831604523,,,,0,,,,,,,,,,,,,,,0,,,,,,0,1,,1,,,0,,,,,,,,,,,,,0.5,,,,,,
5. Cannot carry out daily activities independently and needs permanent assistance and attention,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.103513690309317,,,,1,,,,,,,,,,,,,,,0,,,,,,0,0,,0,,,1,,,,,,,,,,,,,0.5,,,,,,
physical_cognitive_difficulties_male_elderly_calc,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,1,,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,1,,,,,,,,,,,,,1,,,,,,
What was the cause of the disability?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2. Illness,92,,,,0,,,,,,,,,,,,,,,100,,,,,,100,0,,100,,,100,,,,,,,,,,,,,100,,,,,,
Other (specify),8,,,,100,,,,,,,,,,,,,,,0,,,,,,0,0,,0,,,0,,,,,,,,,,,,,0,,,,,,
5. Road accident,0,,,,0,,,,,,,,,,,,,,,0,,,,,,0,100,,0,,,0,,,,,,,,,,,,,0,,,,,,
1. No difficulty carrying out daily activities,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,0,,,,,,,,,,0,,,,0,,0,,,,,,
2. Minor difficulties carrying out daily activities but does not need assistance or attention,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.077441539006363,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,1,,,,,,,,,,0,,,,0,,0,,,,,,
"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.88343214869141,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,0,,,,,,,,,,0,,,,0,,0,,,,,,
"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.0119720803774404,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,0,,,,,,,,,,0,,,,0,,1,,,,,,
5. Cannot carry out daily activities independently and needs permanent assistance and attention,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.0271542319247861,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,0,,,,,,,,,,1,,,,1,,0,,,,,,
physical_cognitive_difficulties_female_elderly_calc,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,1,,,,1,,1,,,,,,
What was the cause of the disability?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2. Illness,97,,,,,,,,,,,,,,,,,,,100,,,,,,,100,,100,,,,,,,,,,0,,,,100,,100,,,,,,
Other (specify),3,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,0,,,,,,,,,,100,,,,0,,0,,,,,,
Do they have adequate access to the health care that they need to treat or manage their condition?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2. Limited access (only sometimes, limited quantity, etc.)",59,,,,67,,100,100,0,60,100,50,,,100,100,25,50,100,33,,0,100,100,100,75,33,100,71,,50,0,100,0,100,40,,0,100,100,,,100,80,100,,100,,100,,
3. No access,20,,,,33,,0,0,0,20,0,50,,,0,0,75,50,0,0,,100,0,0,0,25,0,0,14,,0,0,0,100,0,20,,50,0,0,,,0,0,0,,0,,0,,
"1. Yes, adequate access",14,,,,0,,0,0,100,20,0,0,,,0,0,0,0,0,67,,0,0,0,0,0,67,0,14,,50,100,0,0,0,20,,0,0,0,,,0,20,0,,0,,0,,
Prefer not to answer,7,,,,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,20,,50,0,0,,,0,0,0,,0,,0,,
What are the services that are not available (when needed or prescribed)?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Don't know,9,,,,0,,0,0,,0,0,0,,,0,0,0,0,0,100,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,,0,,
1. Lack of physical therapy and/or rehabilitation,70,,,,67,,0,100,,100,100,0,,,100,100,100,50,100,0,,67,100,100,100,75,100,100,67,,0,,100,0,100,33,,0,50,100,,,0,100,100,,100,,100,,
Prefer not to answer,0,,,,0,,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,,0,,
2. Lack of wheelchair,13,,,,0,,0,50,,25,0,0,,,0,0,0,0,0,0,,33,0,0,0,25,0,25,33,,0,,0,100,0,0,,0,50,100,,,100,0,0,,0,,0,,
Other (specify),17,,,,33,,0,0,,0,0,50,,,0,0,0,0,0,0,,0,0,0,0,25,0,0,0,,0,,0,0,0,0,,100,0,0,,,0,0,0,,0,,0,,
"3. Lack of other assistive devices (e.g., prosthetic limbs or hearing aids)",8,,,,0,,0,0,,25,0,0,,,0,0,0,0,0,0,,33,50,0,0,50,0,0,17,,100,,0,100,0,33,,0,0,0,,,0,25,40,,100,,100,,
4. Lack of psychosocial support,17,,,,0,,100,50,,25,100,50,,,0,100,0,100,0,0,,67,50,0,0,0,0,25,17,,0,,0,100,0,33,,0,0,100,,,0,25,0,,100,,100,,
"Among the members of your household who are younger than 18, has the conflict or the household's displacement caused negative changes in their behaviours?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,93,96,97,100,83,98,82,82,100,100,70,100,100,100,96,98,87,85,96,80,100,100,69,100,97,99,95,90,81,96,90,86,95,100,96,76,97,97,89,88,100,100,89,91,91,73,100,87,94,69,100
Yes,6,4,3,0,17,2,18,13,0,0,19,0,0,0,3,0,12,7,4,18,0,0,28,0,1,1,5,10,18,0,10,14,5,0,3,24,0,3,8,6,0,0,3,8,5,26,0,13,6,31,0
Don't know,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,1,4,1,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,6,0,1,0,0,2,0,0,0,0,0,1,3,0,0,0,0,1,0,3,0,2,0,0,0,8,0,0,0,0,0,0,0,0
"For any children aged 0-12, what negative behaviour changes has the household observed?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15. Substance use/abuse (e.g., alcohol, drugs)",0,0,0,,0,0,0,0,,,0,,,,0,,0,0,0,0,,,0,,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,,0,0,0,0,,0,0,0,
1. No children in the household aged 0-12,16,0,0,,20,0,0,17,,,0,,,,0,,18,0,0,6,,,25,,0,0,25,0,8,,29,50,20,,0,58,,50,86,0,,,0,0,0,16,,0,0,24,
5. Changes in appetite or eating habits,21,0,50,,0,0,14,67,,,43,,,,0,,0,20,25,6,,,4,,0,0,0,0,8,,29,0,0,,0,8,,50,0,100,,,0,14,33,0,,0,50,6,
"10. New or recurring fears (e.g., fear of the dark, fear of being alone, fear of strangers)",34,75,0,,0,0,43,17,,,43,,,,0,,27,0,75,56,,,21,,0,100,25,50,38,,14,0,0,,50,17,,0,14,0,,,0,43,0,58,,100,0,6,
13. Going back to behaviors present in children of a younger age,1,0,0,,0,0,0,0,,,0,,,,0,,0,0,0,6,,,4,,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,,0,0,0,0,,0,0,0,
3. Withdrawn from family and friends ,4,0,100,,20,0,57,0,,,14,,,,0,,0,20,0,19,,,4,,100,0,0,0,0,,57,50,40,,0,8,,0,0,0,,,0,0,0,11,,0,0,18,
8. Nightmares or sleep disturbances,36,50,0,,40,0,0,33,,,43,,,,50,,18,0,0,12,,,21,,0,100,0,75,38,,29,0,0,,50,8,,50,0,100,,,0,14,100,11,,0,100,0,
4. Angry or aggressive outbursts,17,25,0,,10,100,0,17,,,29,,,,50,,27,60,25,12,,,8,,0,0,50,0,8,,0,0,20,,50,17,,0,0,100,,,0,14,0,32,,0,0,18,
12. Excessive crying,3,0,0,,0,0,0,0,,,29,,,,0,,0,0,0,12,,,12,,0,0,0,0,0,,14,0,20,,0,17,,0,0,0,,,0,43,0,0,,0,0,6,
2. No negative behavior changes in children aged 0-12,3,0,0,,0,0,0,0,,,0,,,,0,,0,0,0,6,,,0,,0,0,25,12,0,,0,0,0,,0,0,,0,0,0,,,100,0,0,5,,0,0,6,
14. Startled easily,12,0,0,,10,0,14,0,,,0,,,,0,,27,0,25,19,,,46,,0,0,25,12,0,,0,0,0,,0,17,,0,14,0,,,0,86,67,16,,0,50,24,
"11. Clinging, unwilling to let you out of sight",10,25,0,,0,0,0,17,,,43,,,,0,,55,0,0,6,,,54,,0,0,0,0,0,,14,0,0,,0,25,,0,0,0,,,0,71,0,0,,0,0,0,
7. New or recurrent bedwetting,18,0,0,,20,0,29,0,,,14,,,,100,,0,0,0,19,,,0,,0,0,0,0,23,,0,0,0,,50,17,,50,14,0,,,0,0,0,16,,0,0,12,
9. Upset stomach or vague stomach pain,1,0,0,,0,0,0,0,,,0,,,,0,,0,20,0,6,,,0,,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,,0,0,0,0,,0,0,12,
6. Headaches,1,0,0,,0,0,0,0,,,0,,,,0,,0,0,0,6,,,0,,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,,0,0,0,0,,0,0,18,
"For any children aged 13-17, what negative behaviour changes has the household observed?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15. Substance use/abuse (e.g., alcohol, drugs)",0,0,0,,0,0,0,0,,,0,,,,0,,0,0,0,0,,,0,,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,,0,0,0,0,,0,0,0,
5. Changes in appetite or eating habits,6,0,0,,0,0,14,33,,,43,,,,0,,0,20,0,12,,,8,,0,0,25,0,0,,14,0,0,,0,8,,0,29,100,,,0,0,0,0,,0,0,18,
"10. New or recurring fears (e.g., fear of the dark, fear of being alone, fear of strangers)",9,25,0,,0,0,29,33,,,14,,,,0,,0,0,0,44,,,12,,0,0,0,0,0,,29,0,0,,0,17,,0,14,0,,,0,0,0,32,,0,0,0,
13. Going back to behaviors present in children of a younger age,0,0,0,,0,0,0,0,,,0,,,,0,,0,0,0,0,,,4,,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,,0,0,0,0,,0,0,0,
3. Withdrawn from family and friends ,8,0,50,,30,0,14,0,,,0,,,,0,,0,0,50,12,,,21,,0,0,0,0,0,,43,0,80,,0,17,,0,14,0,,,0,0,33,26,,0,50,12,
8. Nightmares or sleep disturbances,14,25,0,,10,0,14,50,,,0,,,,0,,27,0,0,25,,,17,,0,0,0,12,8,,0,0,0,,0,8,,0,14,0,,,0,29,33,0,,0,0,24,
4. Angry or aggressive outbursts,4,0,50,,20,100,0,0,,,14,,,,0,,0,0,0,6,,,8,,0,0,50,0,0,,0,50,40,,0,50,,0,29,0,,,0,0,0,16,,0,50,41,
12. Excessive crying,0,0,0,,0,0,0,0,,,0,,,,0,,0,0,0,0,,,4,,0,0,0,0,0,,0,0,0,,0,0,,0,14,0,,,100,0,0,0,,0,0,0,
1. No children in the household aged 13-17,22,25,0,,40,0,0,17,,,57,,,,50,,64,80,25,12,,,46,,100,100,0,0,23,,0,25,0,,50,33,,0,0,0,,,0,57,0,11,,0,0,12,
14. Startled easily,30,0,0,,0,0,43,0,,,0,,,,0,,9,0,75,81,,,17,,0,0,25,0,0,,14,25,0,,0,8,,50,43,0,,,100,43,0,53,,0,0,29,
"11. Clinging, unwilling to let you out of sight",0,0,0,,0,0,0,0,,,0,,,,0,,0,0,0,0,,,17,,0,0,0,0,0,,14,0,0,,0,0,,0,14,0,,,100,0,33,0,,0,0,6,
2. No negative behavior changes in children aged 13-17,19,25,0,,0,0,14,0,,,0,,,,50,,0,0,0,0,,,0,,0,0,50,88,69,,43,0,0,,50,0,,0,0,0,,,0,0,0,26,,100,0,12,
7. New or recurrent bedwetting,10,0,0,,10,0,14,0,,,0,,,,0,,0,0,0,0,,,0,,0,0,0,0,0,,14,0,0,,0,0,,50,14,0,,,0,0,0,0,,0,0,6,
9. Upset stomach or vague stomach pain,1,0,0,,0,0,0,0,,,0,,,,0,,0,0,0,6,,,0,,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,,0,0,0,0,,0,50,6,
6. Headaches,1,0,0,,0,0,0,0,,,0,,,,0,,9,0,0,0,,,4,,0,0,0,0,0,,0,25,0,,0,8,,0,0,0,,,0,0,0,5,,0,0,18,
When was your household initially displaced from your baladiya? ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4. 2014,34,10,1,,3,,17,,,,53,,56,0,,,,0,,,20,,18,0,2,,34,,18,3,13,11,18,26,61,77,,,7,92,1,4,23,,1,16,9,0,27,62,0
1. 2011,17,36,56,,5,,43,,,,0,,12,0,,,,3,,,39,,1,97,76,,18,,12,1,8,0,41,9,0,5,,,2,4,3,39,45,,0,0,0,100,0,5,100
5. 2015,16,28,3,,0,,17,,,,2,,8,3,,,,6,,,9,,8,0,1,,6,,9,3,7,5,10,30,38,17,,,3,0,0,9,11,,14,5,0,0,58,16,0
9. 2019,16,19,40,,88,,10,,,,42,,17,0,,,,0,,,16,,52,0,14,,0,,41,91,56,47,0,0,0,0,,,24,0,0,0,2,,64,0,88,0,0,0,0
8. 2018,7,1,0,,4,,5,,,,0,,4,2,,,,89,,,3,,4,0,1,,1,,2,1,1,8,0,0,0,0,,,53,0,94,0,4,,5,0,0,0,0,0,0
7. 2017,3,2,0,,0,,0,,,,0,,0,36,,,,0,,,4,,10,0,1,,1,,2,0,5,26,1,2,1,0,,,7,0,0,9,6,,4,53,0,0,3,2,0
6. 2016,3,3,0,,0,,2,,,,0,,1,29,,,,3,,,5,,4,1,4,,5,,12,1,5,3,6,22,0,1,,,3,0,0,4,9,,10,25,1,0,3,10,0
3. 2013,1,0,0,,0,,2,,,,3,,3,29,,,,0,,,1,,2,1,0,,1,,1,0,5,0,0,11,0,0,,,0,4,0,9,0,,1,1,0,0,3,6,0
2. 2012,1,1,0,,0,,5,,,,0,,0,2,,,,0,,,2,,2,1,0,,33,,2,0,0,0,4,0,0,0,,,0,0,1,26,0,,0,0,1,0,6,0,0
Prefer not to answer,0,0,0,,0,,0,,,,0,,0,0,,,,0,,,0,,0,0,0,,0,,0,0,0,0,16,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0
Don't know,0,0,0,,0,,0,,,,0,,0,0,,,,0,,,0,,0,0,1,,0,,0,1,0,0,5,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0
When did your household return to this baladiya after your most recent incidence of displacement?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7. 2017,33,,,,,,,,,,,,13,,,,,0,,,,,,55,,,4,,,,,,27,52,38,,,,,62,,52,34,,,20,0,0,6,43,0
8. 2018,25,,,,,,,,,,,,7,,,,,70,,,,,,7,,,61,,,,,,7,28,26,,,,,4,,13,15,,,63,0,11,3,30,0
6. 2016,14,,,,,,,,,,,,3,,,,,0,,,,,,19,,,7,,,,,,17,6,19,,,,,33,,17,17,,,1,1,0,6,14,0
5. 2015,12,,,,,,,,,,,,42,,,,,0,,,,,,0,,,0,,,,,,13,0,13,,,,,0,,4,0,,,11,0,0,64,2,0
9. 2019,7,,,,,,,,,,,,21,,,,,27,,,,,,0,,,21,,,,,,1,2,2,,,,,0,,9,4,,,1,88,11,0,11,0
1. 2011,3,,,,,,,,,,,,6,,,,,0,,,,,,4,,,5,,,,,,0,0,0,,,,,0,,4,2,,,0,0,68,0,0,95
2. 2012,2,,,,,,,,,,,,2,,,,,3,,,,,,10,,,1,,,,,,16,0,0,,,,,0,,0,0,,,0,1,0,9,0,5
4. 2014,2,,,,,,,,,,,,6,,,,,0,,,,,,4,,,1,,,,,,0,13,1,,,,,0,,0,13,,,4,9,5,9,0,0
3. 2013,1,,,,,,,,,,,,0,,,,,0,,,,,,3,,,0,,,,,,2,0,0,,,,,0,,0,15,,,0,0,5,3,0,0
Don't know,1,,,,,,,,,,,,0,,,,,0,,,,,,0,,,0,,,,,,3,0,1,,,,,0,,0,0,,,0,0,0,0,0,0
Prefer not to answer,0,,,,,,,,,,,,0,,,,,0,,,,,,0,,,0,,,,,,15,0,0,,,,,0,,0,0,,,0,0,0,0,0,0
How many times has your household been displaced since 2011?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,1.31403746868508,1.11650485436893,1.05333333333333,,1.41891891891892,,1.21428571428571,,,,1.56666666666667,,1.15178571428571,1.06779661016949,,,,1.17142857142857,,,1.43478260869565,,1.50961538461538,1.9646017699115,1.51578947368421,,2.36585365853659,,1.31730769230769,1.0188679245283,1.23809523809524,1.13157894736842,1.28155339805825,1.24074074074074,1.18556701030928,1.30769230769231,,,1.24489795918367,1.16666666666667,1.05555555555556,1,1.70212765957447,,1.04109589041096,1.07407407407407,1,1.36842105263158,1.03030303030303,1.33333333333333,1
When did your household arrive in this baladiya? ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9. 2019,22,21,39,,93,,10,,,,78,,21,0,,,,22,,,16,,69,0,23,,21,,42,92,60,47,2,0,4,4,,,46,4,0,9,13,,64,0,88,5,0,8,0
7. 2017,21,1,0,,0,,7,,,,10,,12,36,,,,0,,,4,,17,68,4,,4,,5,0,12,24,27,7,25,33,,,6,21,0,52,28,,5,16,0,0,6,33,0
8. 2018,20,0,0,,0,,5,,,,3,,9,0,,,,75,,,3,,12,12,3,,65,,1,0,6,11,4,2,26,22,,,42,0,97,17,19,,5,65,0,11,3,24,0
1. 2011,9,24,52,,3,,26,,,,0,,51,0,,,,0,,,24,,0,1,35,,6,,10,1,5,0,0,0,2,0,,,0,46,0,0,11,,0,1,0,74,0,6,93
Don't know,7,0,0,,1,,0,,,,0,,0,0,,,,0,,,0,,0,0,0,,0,,0,0,0,0,4,0,22,3,,,0,12,0,0,0,,0,1,0,0,0,2,0
